date,Black-Scholes vs Prevailing mean,Black-Scholes vs Random walk,Black-Scholes vs Heston,Black-Scholes vs Bates,Black-Scholes vs Full Bates-Hawkes,Heston vs Prevailing mean,Heston vs Random walk,Heston vs Black-Scholes,Heston vs Bates,Heston vs Full Bates-Hawkes,Bates vs Prevailing mean,Bates vs Random walk,Bates vs Black-Scholes,Bates vs Heston,Bates vs Full Bates-Hawkes,Full Bates-Hawkes vs Prevailing mean,Full Bates-Hawkes vs Random walk,Full Bates-Hawkes vs Black-Scholes,Full Bates-Hawkes vs Heston,Full Bates-Hawkes vs Bates
2026-07-09 00:00:00+00:00,1809.1835760742356,-1.819095307934274,279.85507979494895,17.354945018533176,16.738123033479404,1529.3284962792868,-281.6741751028832,-279.85507979494895,-262.5001347764158,-263.1169567614695,1791.8286310557025,-19.174040326467452,-17.354945018533176,262.5001347764158,-0.616821985053787,1792.4454530407559,-18.557218341413673,-16.738123033479404,263.1169567614695,0.616821985053787
2026-07-10 00:00:00+00:00,1808.228686512521,-1.6958215367261547,316.2977742694279,17.026837397896532,16.86899636226177,1491.9309122430934,-317.9935958061541,-316.2977742694279,-299.2709368715314,-299.4287779071661,1791.2018491146246,-18.72265893462269,-17.026837397896532,299.2709368715314,-0.15784103563477836,1791.359690150259,-18.56481789898792,-16.86899636226177,299.4287779071661,0.15784103563477836
2026-07-13 00:00:00+00:00,1805.425100533622,-1.8547877009539748,327.97401012791573,16.56543382675861,15.65573392829927,1477.4510904057067,-329.8287978288697,-327.97401012791573,-311.4085763011571,-312.3182761996164,1788.8596667068634,-18.420221527712588,-16.56543382675861,311.4085763011571,-0.9096998984593541,1789.7693666053226,-17.51052162925324,-15.65573392829927,312.3182761996164,0.9096998984593541
2026-07-14 00:00:00+00:00,1806.6018179006142,-1.6462786175866873,346.7003687071935,16.773229946923216,15.566575265991887,1459.901449193421,-348.3466473247802,-346.7003687071935,-329.9271387602703,-331.13379344120153,1789.8285879536909,-18.419508564509904,-16.773229946923216,329.9271387602703,-1.2066546809313423,1791.0352426346221,-17.212853883578568,-15.566575265991887,331.13379344120153,1.2066546809313423
2026-07-15 00:00:00+00:00,1807.3909671571037,-1.8499250005154884,368.43440540398666,16.744598174567315,15.534188308865009,1438.9565617531173,-370.28433040450216,-368.43440540398666,-351.68980722941933,-352.9002170951216,1790.6463689825362,-18.594523175082806,-16.744598174567315,351.68980722941933,-1.2104098657023203,1791.8567788482385,-17.384113309380492,-15.534188308865009,352.9002170951216,1.2104098657023203
2026-07-16 00:00:00+00:00,1808.1566764652425,-1.9558984039976572,387.609809094856,16.679868755228444,15.140183325802868,1420.5468673703867,-389.5657074988537,-387.609809094856,-370.9299403396276,-372.46962576905315,1791.4768077100139,-18.635767159226106,-16.679868755228444,370.9299403396276,-1.539685429425591,1793.0164931394395,-17.09608172980052,-15.140183325802868,372.46962576905315,1.539685429425591
2026-07-17 00:00:00+00:00,1809.379079724234,-2.3363857998607416,406.5729261695313,16.781033111891077,14.834442172676791,1402.806153554703,-408.9093119693921,-406.5729261695313,-389.7918930576402,-391.7384839968545,1792.5980466123428,-19.117418911751823,-16.781033111891077,389.7918930576402,-1.9465909392143017,1794.5446375515571,-17.170827972537527,-14.834442172676791,391.7384839968545,1.9465909392143017
2026-07-20 00:00:00+00:00,1810.4056550656535,-2.4323914598525955,425.12994604071935,16.787935318127275,14.648290335898771,1385.2757090249345,-427.56233750057197,-425.12994604071935,-408.3420107225921,-410.4816557048205,1793.617719747526,-19.220326777979874,-16.787935318127275,408.3420107225921,-2.13964498222852,1795.7573647297547,-17.08068179575136,-14.648290335898771,410.4816557048205,2.13964498222852
2026-07-21 00:00:00+00:00,1811.0576178615245,-2.463313604533431,448.5434016659635,16.839375895207205,14.452057876973734,1362.5142161955614,-451.00671527049695,-448.5434016659635,-431.7040257707563,-434.0913437889897,1794.218241966317,-19.302689499740637,-16.839375895207205,431.7040257707563,-2.387318018233486,1796.6055599845508,-16.915371481507158,-14.452057876973734,434.0913437889897,2.387318018233486
2026-07-22 00:00:00+00:00,1811.424578837685,-2.870698551645289,470.61223507901764,16.881485786704737,14.016491674634025,1340.8123437586678,-473.48293363066296,-470.61223507901764,-453.7307492923129,-456.5957434043836,1794.54309305098,-19.752184338350027,-16.881485786704737,453.7307492923129,-2.864994112070728,1797.408087163051,-16.887190226279305,-14.016491674634025,456.5957434043836,2.864994112070728
